	 cell2
114,38	0,066925
114,418	0,068297
114,456	0,06412
114,494	0,061199
114,532	0,061304
114,57	0,057633
114,608	0,051001
114,646	0,048461
114,684	0,046302
114,722	0,046393
114,76	0,043144
114,798	0,044367
114,836	0,038675
114,874	0,040775
114,912	0,038973
114,95	0,037805
114,988	0,032328
115,026	0,034234
115,064	0,03286
115,102	0,031134
115,14	0,030722
115,178	0,027484
115,216	0,029687
115,254	0,03242
115,292	0,02787
115,33	0,028075
115,368	0,026904
115,406	0,026415
115,444	0,023221
115,482	0,021543
115,52	0,022084
115,558	0,023445
115,596	0,018026
115,634	0,019388
115,672	0,017672
115,71	0,014693
115,748	0,01126
115,786	0,012388
115,824	0,012465
115,862	0,011718
115,9	0,016979
115,938	0,023759
115,976	0,034441
116,014	0,044787
116,052	0,058281
116,09	0,067744
116,128	0,074198
116,166	0,08292
116,204	0,088342
116,242	0,093811
116,28	0,095104
116,318	0,096413
116,356	0,097044
116,394	0,094612
116,432	0,091035
116,47	0,088431
116,508	0,084399
116,546	0,079026
116,584	0,076859
116,622	0,075006
116,66	0,071024
116,698	0,070493
116,736	0,070319
116,774	0,071454
116,812	0,066871
116,85	0,062924
116,888	0,063172
116,926	0,055105
116,964	0,055869
117,002	0,05418
117,04	0,047545
117,078	0,048647
117,116	0,046341
117,154	0,043234
117,192	0,041104
117,23	0,040691
117,268	0,039948
117,306	0,038825
117,344	0,035538
117,382	0,033213
117,42	0,03264
117,458	0,025944
117,496	0,025354
117,534	0,023361
117,572	0,017824
117,61	0,014704
117,648	0,014535
117,686	0,013211
117,724	0,014159
117,762	0,012493
117,8	0,011263
117,838	0,010607
117,876	0,009699
117,914	0,007957
117,952	0,009068
117,99	0,003597
118,028	0,004957
118,066	0,001296
118,104	-0,000487
118,142	-0,005371
118,18	-0,003814
118,218	-0,007782
118,256	-0,008267
118,294	-0,006187
118,332	-0,00453
118,37	-0,005027
118,408	-0,010121
118,446	-0,006345
118,484	-0,005303
118,522	-0,007587
118,56	-0,006205
118,598	-0,005293
118,636	-0,001106
118,674	0,000854
118,712	0,000649
118,75	0,000944
118,788	-0,002016
118,826	-0,00512
118,864	-0,006531
118,902	-0,001961
118,94	-0,001309
118,978	-0,003265
119,016	-0,003118
119,054	-0,007454
119,092	-0,011348
119,13	-0,009223
119,168	-0,010329
119,206	-0,011604
119,244	-0,014359
119,282	-0,016896
119,32	-0,015144
119,358	-0,011869
119,396	-0,01108
119,434	-0,010798
119,472	-0,008638
119,51	-0,007494
119,548	-0,008155
119,586	-0,008978
119,624	-0,004581
119,662	-0,00143
119,7	0,001222
119,738	0,000995
119,776	0,000203
119,814	-0,001056
119,852	0,000941
119,89	-0,000534
119,928	-0,001348
119,966	0,000963
120,004	-0,000096
120,042	-0,00003
120,08	0,003006
120,118	0,003884
120,156	0,001254
120,194	-0,001756
120,232	-0,003365
120,27	-0,002202
120,308	0,001257
120,346	0,002209
120,384	0,001245
120,422	0,000524
120,46	0,000269
120,498	-0,001268
120,536	0,000597
120,574	0,001353
120,612	-0,00053
120,65	-0,001797
120,688	-0,003684
120,726	-0,001448
120,764	0,001132
120,802	-0,000364
120,84	-0,000173
120,878	-0,00079
120,916	-0,006175
120,954	-0,008938
120,992	-0,010231
121,03	-0,006589
121,068	-0,006343
121,106	-0,00487
121,144	-0,005236
121,182	-0,005287
121,22	-0,003029
121,258	-0,002633
121,296	0,000644
121,334	0,000534
121,372	-0,003142
121,41	-0,007236
121,448	-0,003899
121,486	-0,001917
121,524	-0,004675
121,562	-0,0045
121,6	-0,004547
121,638	-0,00575
121,676	-0,002453
121,714	-0,000131
121,752	-0,002671
121,79	-0,002697
121,828	-0,001995
121,866	-0,006208
121,904	-0,003348
121,942	-0,0041
121,98	0,000111
122,018	0,004266
122,056	0,016596
122,094	0,023522
122,132	0,033387
122,17	0,039948
122,208	0,055573
122,246	0,066959
122,284	0,073313
122,322	0,083844
122,36	0,091006
122,398	0,096841
122,436	0,098006
122,474	0,096815
122,512	0,092481
122,55	0,092478
122,588	0,094924
122,626	0,089106
122,664	0,085382
122,702	0,081928
122,74	0,08211
122,778	0,075822
122,816	0,073495
122,854	0,073041
122,892	0,07587
122,93	0,06982
122,968	0,069587
123,006	0,068697
123,044	0,06932
123,082	0,065345
123,12	0,064172
123,158	0,063859
123,196	0,057696
123,234	0,052218
123,272	0,051917
123,31	0,049559
123,348	0,045875
123,386	0,042016
123,424	0,046144
123,462	0,043332
123,5	0,04491
123,538	0,039229
123,576	0,03442
123,614	0,033964
123,652	0,033318
123,69	0,031054
123,728	0,03466
123,766	0,029948
123,804	0,027297
123,842	0,025647
123,88	0,024661
123,918	0,021951
123,956	0,022313
123,994	0,017952
124,032	0,017323
124,07	0,018865
124,108	0,019549
124,146	0,019956
124,184	0,018396
124,222	0,017215
124,26	0,017106
124,298	0,013652
124,336	0,015779
124,374	0,009675
124,412	0,008522
124,45	0,003934
124,488	0,001218
124,526	0,002166
124,564	0,004578
124,602	0,002395
124,64	0,002867
124,678	0,000821
124,716	-0,003027
124,754	-0,000882
124,792	0,003024
124,83	0,003344
124,868	0,005089
124,906	0,001229
124,944	0,002712
124,982	0,001294
125,02	-0,00155
125,058	-0,002481
125,096	-0,005086
125,134	-0,003103
125,172	-0,001974
125,21	-0,001927
125,248	-0,001306
125,286	0,000656
125,324	0,001339
125,362	-0,001538
125,4	-0,00487
125,438	-0,005041
125,476	-0,005425
125,514	-0,008105
125,552	-0,007741
125,59	-0,006922
125,628	-0,007188
125,666	-0,00454
125,704	-0,002677
125,742	0,00077
125,78	0,001882
125,818	0,000084
125,856	0,00127
125,894	-0,001458
125,932	-0,005082
125,97	-0,007869
126,008	-0,007725
126,046	-0,010615
126,084	-0,011859
126,122	-0,01556
126,16	-0,016481
126,198	-0,013834
126,236	-0,010361
126,274	-0,009483
126,312	-0,006495
126,35	-0,005152
126,388	-0,005889
126,426	-0,009012
126,464	-0,006487
126,502	-0,006915
126,54	-0,011599
126,578	-0,010483
126,616	-0,00857
126,654	-0,006218
126,692	-0,005483
126,73	-0,009335
126,768	-0,008464
126,806	-0,003132
126,844	-0,00109
126,882	-0,001009
126,92	-0,000131
126,958	0,001625
126,996	0,00422
127,034	-0,002131
127,072	0,000853
127,11	0,003744
127,148	0,005123
127,186	0,004202
127,224	0,006281
127,262	0,007867
127,3	0,008712
127,338	0,010434
127,376	0,014255
127,414	0,009722
127,452	0,010795
127,49	0,010714
127,528	0,009673
127,566	0,008116
127,604	0,009938
127,642	0,008986
127,68	0,013185
127,718	0,012042
127,756	0,011777
127,794	0,011687
127,832	0,011572
127,87	0,010774
127,908	0,011013
127,946	0,015206
127,984	0,010346
128,022	0,01087
128,06	0,010983
128,098	0,017227
128,136	0,02451
128,174	0,033703
128,212	0,043152
128,25	0,052593
128,288	0,069654
128,326	0,077158
128,364	0,087087
128,402	0,096867
128,44	0,101384
128,478	0,101706
128,516	0,109336
128,554	0,11063
128,592	0,106734
128,63	0,106667
128,668	0,107503
128,706	0,102673
128,744	0,099011
128,782	0,09416
128,82	0,091038
128,858	0,089785
128,896	0,086486
128,934	0,084921
128,972	0,083907
129,01	0,079479
129,048	0,07626
129,086	0,074814
129,124	0,070857
129,162	0,071015
129,2	0,071485
129,238	0,071767
129,276	0,067018
129,314	0,060874
129,352	0,05977
129,39	0,056697
129,428	0,052652
129,466	0,046187
129,504	0,048889
129,542	0,048341
129,58	0,045431
129,618	0,044551
129,656	0,042754
129,694	0,045287
129,732	0,043104
129,77	0,039225
129,808	0,038635
129,846	0,035791
129,884	0,030805
129,922	0,024303
129,96	0,023119
129,998	0,025395
130,036	0,021758
130,074	0,022555
130,112	0,020285
130,15	0,017687
130,188	0,01223
130,226	0,01207
130,264	0,012433
130,302	0,011908
130,34	0,014391
130,378	0,010565
130,416	0,012572
130,454	0,017487
130,492	0,019254
130,53	0,017098
130,568	0,014224
130,606	0,013562
130,644	0,01215
130,682	0,014129
130,72	0,008977
130,758	0,010161
130,796	0,006869
130,834	0,005636
130,872	0,007102
130,91	0,006747
130,948	0,003514
130,986	0,003549
131,024	0,005247
131,062	0,006358
131,1	0,0066
131,138	0,004536
131,176	0,008235
131,214	0,007445
131,252	0,006284
131,29	0,00504
131,328	0,005041
131,366	0,006022
131,404	0,002951
131,442	0,002503
131,48	0,000563
131,518	0,002207
131,556	0,000412
131,594	0,000375
131,632	-0,002324
131,67	-0,002722
131,708	-0,004393
131,746	-0,006837
131,784	-0,007678
131,822	-0,007027
131,86	-0,007443
131,898	-0,003633
131,936	-0,001812
131,974	-0,000765
132,012	-0,004692
132,05	-0,003902
132,088	-0,004035
132,126	-0,001585
132,164	-0,002274
132,202	-0,005124
132,24	-0,005585
132,278	-0,005663
132,316	-0,003558
132,354	-0,006573
132,392	-0,003598
132,43	0,000484
132,468	-0,00057
132,506	-0,000924
132,544	-0,003177
132,582	0,001913
132,62	0,000973
132,658	0,003079
132,696	0,00341
132,734	0,003534
132,772	0,004098
132,81	0,003369
132,848	0,00267
132,886	0,005192
132,924	0,006744
132,962	0,00843
133	0,005816
133,038	0,006533
133,076	0,006917
133,114	0,006309
133,152	0,006592
133,19	0,007883
133,228	0,002681
133,266	0,003509
133,304	0,001117
133,342	0,000415
133,38	0,003482
133,418	0,004158
133,456	0,005442
133,494	0,008553
133,532	0,011138
133,57	0,013286
133,608	0,011378
133,646	0,011847
133,684	0,011856
133,722	0,010437
133,76	0,006896
133,798	0,006009
133,836	0,002137
133,874	0,00175
133,912	0,006017
133,95	0,008781
133,988	0,008096
134,026	0,008749
134,064	0,007638
134,102	0,006888
134,14	0,001747
134,178	0,008253
134,216	0,012211
134,254	0,023495
134,292	0,032567
134,33	0,04185
134,368	0,053736
134,406	0,067885
134,444	0,081043
134,482	0,091719
134,52	0,091344
134,558	0,094128
134,596	0,094837
134,634	0,097636
134,672	0,097306
134,71	0,097975
134,748	0,10129
134,786	0,098131
134,824	0,100818
134,862	0,097967
134,9	0,094558
134,938	0,09334
134,976	0,094762
135,014	0,091139
135,052	0,085928
135,09	0,085519
135,128	0,083457
135,166	0,077653
135,204	0,073384
135,242	0,069228
135,28	0,063399
135,318	0,063855
135,356	0,063337
135,394	0,057369
135,432	0,0603
135,47	0,055205
135,508	0,05687
135,546	0,051829
135,584	0,054624
135,622	0,05332
135,66	0,05188
135,698	0,051097
135,736	0,051797
135,774	0,050971
135,812	0,05026
135,85	0,045953
135,888	0,043796
135,926	0,038517
135,964	0,035499
136,002	0,029897
136,04	0,031619
136,078	0,033796
136,116	0,030074
136,154	0,032753
136,192	0,03
136,23	0,032269
136,268	0,033856
136,306	0,028333
136,344	0,02875
136,382	0,027593
136,42	0,026732
136,458	0,022159
136,496	0,021162
136,534	0,019552
136,572	0,021888
136,61	0,018908
136,648	0,015263
136,686	0,016676
136,724	0,014146
136,762	0,013459
136,8	0,012434
136,838	0,00925
136,876	0,009443
136,914	0,01093
136,952	0,014258
136,99	0,013901
137,028	0,01089
137,066	0,008216
137,104	0,01175
137,142	0,009512
137,18	0,005783
137,218	0,007186
137,256	0,007406
137,294	0,003642
137,332	0,002077
137,37	-0,003201
137,408	-0,004465
137,446	-0,006903
137,484	-0,001741
137,522	0,000112
137,56	-0,002921
137,598	-0,000553
137,636	-0,00223
137,674	-0,004618
137,712	-0,005455
137,75	-0,010563
137,788	-0,010135
137,826	-0,009797
137,864	-0,009095
137,902	-0,005222
137,94	-0,004121
137,978	-0,00327
138,016	-0,001475
138,054	-0,000716
138,092	-0,005556
138,13	-0,005112
138,168	-0,006969
138,206	-0,005765
138,244	-0,004953
138,282	-0,003748
138,32	-0,00691
138,358	-0,005248
138,396	-0,005163
138,434	0,001504
138,472	0,002033
138,51	0,000178
138,548	0,002095
138,586	0,001828
138,624	0,000419
138,662	0,00375
138,7	0,00609
138,738	0,009102
138,776	0,017976
138,814	0,027889
138,852	0,039492
138,89	0,053213
138,928	0,064099
138,966	0,074626
139,004	0,0827
139,042	0,084753
139,08	0,090069
139,118	0,090448
139,156	0,094322
139,194	0,087637
139,232	0,089034
139,27	0,086332
139,308	0,08649
139,346	0,078271
139,384	0,074137
139,422	0,071002
139,46	0,067921
139,498	0,063384
139,536	0,066064
139,574	0,066519
139,612	0,068292
139,65	0,068165
139,688	0,067126
139,726	0,064115
139,764	0,061573
139,802	0,059423
139,84	0,056653
139,878	0,059409
139,916	0,05743
139,954	0,057739
139,992	0,055064
140,03	0,051473
140,068	0,053603
140,106	0,049001
140,144	0,051345
140,182	0,050134
140,22	0,052795
140,258	0,053729
140,296	0,063041
140,334	0,074196
140,372	0,081885
140,41	0,093522
140,448	0,109039
140,486	0,120175
140,524	0,128069
140,562	0,135164
140,6	0,137272
140,638	0,137805
140,676	0,141242
140,714	0,141377
140,752	0,140826
140,79	0,135438
140,828	0,135194
140,866	0,131058
140,904	0,132514
140,942	0,130509
140,98	0,129791
141,018	0,126315
141,056	0,121769
141,094	0,11954
141,132	0,115395
141,17	0,113822
141,208	0,106842
141,246	0,105306
141,284	0,104288
141,322	0,102314
141,36	0,102642
141,398	0,101548
141,436	0,096327
141,474	0,090369
141,512	0,085542
141,55	0,08481
141,588	0,079314
141,626	0,077075
141,664	0,069726
141,702	0,068686
141,74	0,06521
141,778	0,063073
141,816	0,062716
141,854	0,063834
141,892	0,058274
141,93	0,054803
141,968	0,04801
142,006	0,043714
142,044	0,040625
142,082	0,036834
142,12	0,034691
142,158	0,032739
142,196	0,025331
142,234	0,026202
142,272	0,021876
142,31	0,021156
142,348	0,019051
142,386	0,016189
142,424	0,007474
142,462	0,01099
142,5	0,009567
142,538	0,010706
142,576	0,008406
142,614	0,006767
142,652	0,004108
142,69	0,001739
142,728	0,000044
142,766	-0,001686
142,804	-0,003018
142,842	-0,001477
142,88	-0,000853
142,918	0,004254
142,956	0,006878
142,994	0,007604
143,032	0,007352
143,07	0,004615
143,108	0,006193
143,146	0,003513
143,184	0,003409
143,222	0,002091
143,26	-0,002444
143,298	-0,006827
143,336	-0,004216
143,374	-0,004081
143,412	-0,003027
143,45	-0,004996
143,488	-0,005844
143,526	-0,006039
143,564	-0,007152
143,602	-0,006809
143,64	-0,004826
143,678	-0,002893
143,716	-0,001003
143,754	0,001012
143,792	0,00221
143,83	0,002678
143,868	0,001784
143,906	0,001762
143,944	0,001868
143,982	0,003159
144,02	0,003757
144,058	0,002479
144,096	-0,001058
144,134	0,00075
144,172	-0,001294
144,21	0,001333
144,248	0,00041
144,286	0,001872
144,324	-0,001838
144,362	-0,003871
144,4	-0,005159
144,438	-0,005928
144,476	-0,011
144,514	-0,011975
144,552	-0,011787
144,59	-0,012641
144,628	-0,016855
144,666	-0,018299
144,704	-0,011075
144,742	-0,013074
144,78	-0,01574
144,818	-0,012304
144,856	-0,009325
144,894	-0,007984
144,932	-0,009147
144,97	-0,011676
145,008	-0,009872
145,046	-0,010552
145,084	-0,008806
145,122	-0,009708
145,16	-0,00864
145,198	-0,010984
145,236	-0,011991
145,274	-0,012496
145,312	-0,008477
145,35	-0,00504
145,388	-0,000007
145,426	-0,001334
145,464	-0,001399
145,502	-0,001463
145,54	-0,002462
145,578	-0,006161
145,616	-0,003085
145,654	-0,003028
145,692	0,001341
145,73	-0,000116
145,768	0,001075
145,806	0,001377
145,844	0,001275
145,882	0,001165
145,92	0,001652
145,958	0,000819
145,996	0,002247
146,034	-0,00673
146,072	-0,00153
146,11	-0,000724
146,148	-0,000251
146,186	-0,003695
146,224	-0,004156
146,262	-0,00518
146,3	-0,006008
146,338	-0,001436
146,376	0,002752
146,414	0,011695
146,452	0,019839
146,49	0,033269
146,528	0,043692
146,566	0,05879
146,604	0,064417
146,642	0,073835
146,68	0,076629
146,718	0,07515
146,756	0,076367
146,794	0,083623
146,832	0,081698
146,87	0,08387
146,908	0,082533
146,946	0,083699
146,984	0,082525
147,022	0,0793
147,06	0,080946
147,098	0,0784
147,136	0,076244
147,174	0,072867
147,212	0,070467
147,25	0,067219
147,288	0,067406
147,326	0,064588
147,364	0,060494
147,402	0,058714
147,44	0,057688
147,478	0,057616
147,516	0,056846
147,554	0,059306
147,592	0,057263
147,63	0,05707
147,668	0,050561
147,706	0,051972
147,744	0,05458
147,782	0,052988
147,82	0,050186
147,858	0,048476
147,896	0,046181
147,934	0,043732
147,972	0,041314
148,01	0,03803
148,048	0,035354
148,086	0,032521
148,124	0,032317
148,162	0,032856
148,2	0,029595
148,238	0,027326
148,276	0,022844
148,314	0,022103
148,352	0,020653
148,39	0,019001
148,428	0,016632
148,466	0,014275
148,504	0,016123
148,542	0,013949
148,58	0,013464
148,618	0,013389
148,656	0,012216
148,694	0,010188
148,732	0,009054
148,77	0,006345
148,808	0,008509
148,846	0,013773
148,884	0,012165
148,922	0,014527
148,96	0,01399
148,998	0,013592
149,036	0,006569
149,074	0,005249
149,112	0,011553
149,15	0,014245
149,188	0,013229
149,226	0,010468
149,264	0,008636
149,302	0,007847
149,34	0,005944
149,378	0,007853
149,416	0,005928
149,454	0,008263
149,492	0,007521
149,53	0,006598
149,568	0,009156
149,606	0,010197
149,644	0,009326
149,682	0,007587
149,72	0,007659
149,758	0,010658
149,796	0,013993
149,834	0,010303
149,872	0,007234
149,91	0,006995
149,948	0,006582
149,986	0,001747
150,024	0,000836
150,062	-0,003083
150,1	0,001011
150,138	-0,000666
150,176	0,002239
150,214	-0,003541
150,252	-0,006445
150,29	-0,007623
150,328	-0,005771
150,366	-0,00664
150,404	-0,008889
150,442	-0,008806
150,48	-0,011856
150,518	-0,011928
150,556	-0,013169
150,594	-0,014884
150,632	-0,012184
150,67	-0,012963
150,708	-0,01198
150,746	-0,009652
150,784	-0,01197
150,822	-0,012323
150,86	-0,011993
150,898	-0,010988
150,936	-0,014308
150,974	-0,014114
151,012	-0,009067
151,05	-0,008437
151,088	-0,007471
151,126	-0,006286
151,164	-0,004865
151,202	-0,004808
151,24	-0,004881
151,278	-0,002167
151,316	-0,000545
151,354	0,000895
151,392	0,001518
151,43	-0,001769
151,468	-0,001114
151,506	-0,000922
151,544	-0,00396
151,582	-0,00505
151,62	-0,003526
151,658	-0,006021
151,696	-0,008448
151,734	-0,008814
151,772	-0,006021
151,81	-0,004851
151,848	-0,000233
151,886	-0,001961
151,924	-0,000356
151,962	0,001163
152	0,00116
152,038	0,005647
152,076	0,008546
152,114	0,00661
152,152	0,005026
152,19	0,003286
152,228	0,00477
152,266	0,009253
152,304	0,016336
152,342	0,027078
152,38	0,041242
152,418	0,047287
152,456	0,060412
152,494	0,072021
152,532	0,082208
152,57	0,087081
152,608	0,094035
152,646	0,095895
152,684	0,099068
152,722	0,09701
152,76	0,096774
152,798	0,097985
152,836	0,100957
152,874	0,099737
152,912	0,10019
152,95	0,099735
152,988	0,096628
153,026	0,094958
153,064	0,093249
153,102	0,088429
153,14	0,087077
153,178	0,083501
153,216	0,080772
153,254	0,0807
153,292	0,083221
153,33	0,081847
153,368	0,081722
153,406	0,076757
153,444	0,076287
153,482	0,074169
153,52	0,070461
153,558	0,06986
153,596	0,068528
153,634	0,068491
153,672	0,069809
153,71	0,06833
153,748	0,067777
153,786	0,066648
153,824	0,060338
153,862	0,058294
153,9	0,050273
153,938	0,052796
153,976	0,051574
154,014	0,052792
154,052	0,053343
154,09	0,0492
154,128	0,047272
154,166	0,044773
154,204	0,043702
154,242	0,041408
154,28	0,041852
154,318	0,03891
154,356	0,03921
154,394	0,036148
154,432	0,035341
154,47	0,0303
154,508	0,028634
154,546	0,027355
154,584	0,027852
154,622	0,023614
154,66	0,023619
154,698	0,021872
154,736	0,018904
154,774	0,020624
154,812	0,017171
154,85	0,017595
154,888	0,016086
154,926	0,014246
154,964	0,009712
155,002	0,010856
155,04	0,012676
155,078	0,015279
155,116	0,015972
155,154	0,014466
155,192	0,016274
155,23	0,0147
155,268	0,015843
155,306	0,01439
155,344	0,012242
155,382	0,008075
155,42	0,009464
155,458	0,010954
155,496	0,014417
155,534	0,012624
155,572	0,013484
155,61	0,016876
155,648	0,011368
155,686	0,014207
155,724	0,012967
155,762	0,00946
155,8	0,009962
155,838	0,009454
155,876	0,007062
155,914	0,007322
155,952	0,004511
155,99	0,005771
156,028	0,006634
156,066	0,00905
156,104	0,0101
156,142	0,008913
156,18	0,005542
156,218	0,005187
156,256	0,006056
156,294	0,0019
156,332	-0,002094
156,37	-0,002282
156,408	0,000183
156,446	-0,002294
156,484	-0,000322
156,522	-0,001922
156,56	-0,002877
156,598	-0,000801
156,636	-0,000482
156,674	-0,003449
156,712	-0,008419
156,75	-0,005888
156,788	-0,004805
156,826	-0,006144
156,864	-0,005982
156,902	-0,005691
156,94	-0,00635
156,978	-0,006621
157,016	-0,005072
157,054	-0,003686
157,092	-0,007666
157,13	-0,007522
157,168	-0,00558
157,206	-0,008218
157,244	-0,007076
157,282	-0,007819
157,32	-0,007727
157,358	-0,005834
157,396	-0,003003
157,434	0,00127
157,472	0,000938
157,51	0,002647
157,548	0,00253
157,586	0,002237
157,624	-0,00328
157,662	-0,001069
157,7	-0,001109
157,738	-0,00028
157,776	0,002161
157,814	0,001245
157,852	-0,002567
157,89	-0,00017
157,928	0,000496
157,966	0,00252
158,004	0,002203
158,042	0,004643
158,08	0,005228
158,118	-0,000984
158,156	0,003843
158,194	0,002043
158,232	-0,00145
158,27	0,000484
158,308	0,004672
158,346	0,001049
158,384	-0,000372
158,422	0,002662
158,46	0,000988
158,498	0,002526
158,536	0,009573
158,574	0,016539
158,612	0,026686
158,65	0,043048
158,688	0,055487
158,726	0,061597
158,764	0,074897
158,802	0,083458
158,84	0,09005
158,878	0,098824
158,916	0,101114
158,954	0,104696
158,992	0,114502
159,03	0,122463
159,068	0,123576
159,106	0,124166
159,144	0,122199
159,182	0,122985
159,22	0,118042
159,258	0,113897
159,296	0,108287
159,334	0,104823
159,372	0,10308
159,41	0,103265
159,448	0,102754
159,486	0,099759
159,524	0,094033
159,562	0,093383
159,6	0,088537
159,638	0,089572
159,676	0,089087
159,714	0,083702
159,752	0,081041
159,79	0,080016
159,828	0,074913
159,866	0,075957
159,904	0,079067
159,942	0,078788
159,98	0,076205
160,018	0,073846
160,056	0,071046
160,094	0,071177
160,132	0,062532
160,17	0,060121
160,208	0,058839
160,246	0,05334
160,284	0,048833
160,322	0,050572
160,36	0,048021
160,398	0,048077
160,436	0,047494
160,474	0,047336
160,512	0,045455
160,55	0,04719
160,588	0,045309
160,626	0,04542
160,664	0,042199
160,702	0,040809
160,74	0,038528
160,778	0,03383
160,816	0,031497
160,854	0,02855
160,892	0,0289
160,93	0,027053
160,968	0,023049
161,006	0,025818
161,044	0,023454
161,082	0,01975
161,12	0,01891
161,158	0,018312
161,196	0,015331
161,234	0,011583
161,272	0,01266
161,31	0,011907
161,348	0,013107
161,386	0,01365
161,424	0,015942
161,462	0,015779
161,5	0,018553
161,538	0,016733
161,576	0,012507
161,614	0,014262
161,652	0,009157
161,69	0,00785
161,728	0,004123
161,766	0,003296
161,804	0,002595
161,842	0,002675
161,88	0,003526
161,918	0,006022
161,956	0,002362
161,994	0,001304
162,032	-0,000162
162,07	-0,000854
162,108	0,001658
162,146	0,001588
162,184	0,00116
162,222	-0,002177
162,26	-0,001068
162,298	-0,003124
162,336	-0,005575
162,374	-0,00534
162,412	-0,005671
162,45	-0,004911
162,488	-0,006319
162,526	-0,004943
162,564	-0,006176
162,602	-0,004543
162,64	-0,005063
162,678	-0,002669
162,716	-0,001825
162,754	0,001697
162,792	0,002188
162,83	0,00296
162,868	-0,001791
162,906	-0,004074
162,944	-0,00493
162,982	-0,00455
163,02	-0,007342
163,058	-0,010299
163,096	-0,006794
163,134	-0,00504
163,172	-0,007925
163,21	-0,00452
163,248	-0,00134
163,286	-0,001927
163,324	-0,002658
163,362	-0,000259
163,4	0,000586
163,438	0,001598
163,476	-0,001848
163,514	-0,0017
163,552	0,001646
163,59	-0,000545
163,628	-0,006252
163,666	-0,011614
163,704	-0,009177
163,742	-0,010159
163,78	-0,00746
163,818	-0,004854
163,856	-0,003047
163,894	-0,007008
163,932	-0,006409
163,97	-0,006468
164,008	-0,002854
164,046	-0,000472
164,084	0,002123
164,122	-0,000739
164,16	-0,001983
164,198	-0,007911
164,236	-0,008758
164,274	-0,010752
164,312	-0,014772
164,35	-0,01156
164,388	-0,011724
164,426	-0,013558
164,464	-0,011019
164,502	-0,010057
164,54	-0,012547
164,578	-0,010102
164,616	-0,002211
164,654	0,005497
164,692	0,01622
164,73	0,029324
164,768	0,041458
164,806	0,054148
164,844	0,06577
164,882	0,073111
164,92	0,080582
164,958	0,082951
164,996	0,082792
165,034	0,086147
165,072	0,088392
165,11	0,089145
165,148	0,092518
165,186	0,0929
165,224	0,094432
165,262	0,096123
165,3	0,094766
165,338	0,089982
165,376	0,088083
165,414	0,083071
165,452	0,077581
165,49	0,080086
165,528	0,077414
165,566	0,074426
165,604	0,071287
165,642	0,061949
165,68	0,063031
165,718	0,0657
165,756	0,066053
165,794	0,065053
165,832	0,065091
165,87	0,062299
165,908	0,063858
165,946	0,060845
165,984	0,055864
166,022	0,056975
166,06	0,058872
166,098	0,05858
166,136	0,057211
166,174	0,053588
166,212	0,055086
166,25	0,051448
166,288	0,046908
166,326	0,046908
166,364	0,044701
166,402	0,042995
166,44	0,042782
166,478	0,048126
166,516	0,046705
166,554	0,046045
166,592	0,047269
166,63	0,047491
166,668	0,039724
166,706	0,035798
166,744	0,035225
166,782	0,037028
166,82	0,035571
166,858	0,036415
166,896	0,036096
166,934	0,030721
166,972	0,031844
167,01	0,032438
167,048	0,031113
167,086	0,030873
167,124	0,0267
167,162	0,023816
167,2	0,022112
167,238	0,019795
167,276	0,017406
167,314	0,015968
167,352	0,022283
167,39	0,021302
167,428	0,020445
167,466	0,016301
167,504	0,019537
167,542	0,015784
167,58	0,016112
167,618	0,01189
167,656	0,010078
167,694	0,011286
167,732	0,014428
167,77	0,014938
167,808	0,012313
167,846	0,014106
167,884	0,010688
167,922	0,009852
167,96	0,0063
167,998	0,006824
168,036	0,007449
168,074	0,009342
168,112	0,006589
168,15	0,005463
168,188	0,004219
168,226	0,005022
168,264	0,00267
168,302	0,005553
168,34	0,006569
168,378	0,007909
168,416	0,005064
168,454	0,007956
168,492	0,005447
168,53	0,004216
168,568	0,007485
168,606	0,002859
168,644	0,001344
168,682	-0,003684
168,72	-0,003827
168,758	-0,004265
168,796	-0,003654
168,834	-0,003131
168,872	0,000708
168,91	0,002719
168,948	0,003617
168,986	-0,000358
169,024	-0,004186
169,062	-0,006877
169,1	-0,003431
169,138	-0,003772
169,176	-0,000412
169,214	-0,001335
169,252	-0,000383
169,29	-0,000308
169,328	-0,000166
169,366	-0,007264
169,404	-0,00662
169,442	-0,004375
169,48	-0,001252
169,518	-0,001815
169,556	0,001693
169,594	-0,000361
169,632	0,001404
169,67	0,004862
169,708	0,007626
169,746	0,006703
169,784	0,004709
169,822	0,000126
169,86	0,000814
169,898	-0,001545
169,936	-0,004734
169,974	-0,002495
170,012	0,001521
170,05	0,003783
170,088	0,006402
170,126	0,00705
170,164	0,005842
170,202	0,009945
170,24	0,010067
170,278	0,014763
170,316	0,010846
170,354	0,010782
170,392	0,008359
170,43	0,010944
170,468	0,011904
170,506	0,010155
170,544	0,009394
170,582	0,004862
170,62	0,005873
170,658	0,010172
170,696	0,009884
170,734	0,017641
170,772	0,026108
170,81	0,033294
170,848	0,039702
170,886	0,054705
170,924	0,067699
170,962	0,075177
171	0,079673
171,038	0,085609
171,076	0,088375
171,114	0,092882
171,152	0,095255
171,19	0,092917
171,228	0,094386
171,266	0,095153
171,304	0,10021
171,342	0,097714
171,38	0,095651
171,418	0,08992
171,456	0,088352
171,494	0,089549
171,532	0,085498
171,57	0,086966
171,608	0,081608
171,646	0,078252
171,684	0,073436
171,722	0,072112
